S.No.,DIVISION,Distrcit ,Types of Institute,Type ,Institute Name,Trade/ Branch Name,Seats
1171,SAGAR,CHHATARPUR,ITI,Government,"GOVT ITI - CHHATARPUR, DIST - CHHATARPUR",Wood Work Technician (Carpenter)(NSQF),24
1172,SAGAR,DAMOH,ITI,Government,"GOVT ITI - TENDULKEDA, DIST - DAMOH",Electrician (NSQF),20
1173,SAGAR,DAMOH,ITI,Government,"GOVT ITI - TENDULKEDA, DIST - DAMOH",Electronics Mechanic (NSQF),24
1174,SAGAR,DAMOH,ITI,Government,"GOVT ITI - TENDULKEDA, DIST - DAMOH",Welder (NSQF),40
1175,SAGAR,DAMOH,ITI,Government,"GOVT ITI, BATIYAGARH, DIST - DAMOH",Computer Operator And Programming Assistant (NSQF),24
1176,SAGAR,DAMOH,ITI,Government,"GOVT ITI, PATHARIA, DIST - DAMOH",Stenographer & Secretarial Assistant (Hindi) (NSQF),24
1177,SAGAR,DAMOH,ITI,Government,"GOVT ITI - DAMOH, DIST - DAMOH",Computer Operator And Programming Assistant (NSQF),48
1178,SAGAR,DAMOH,ITI,Government,"GOVT ITI - DAMOH, DIST - DAMOH",Electrician (NSQF),20
1179,SAGAR,DAMOH,ITI,Government,"GOVT ITI - DAMOH, DIST - DAMOH",Fitter (NSQF),20
1180,SAGAR,DAMOH,ITI,Government,"GOVT ITI - DAMOH, DIST - DAMOH",Mechanic Diesel (NSQF),48
1181,SAGAR,DAMOH,ITI,Government,"GOVT ITI - DAMOH, DIST - DAMOH",Solar Technician (Electrical)(NSQF),20
1182,SAGAR,DAMOH,ITI,Government,"GOVT ITI - DAMOH, DIST - DAMOH",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
1183,SAGAR,DAMOH,ITI,Government,"GOVT ITI - DAMOH, DIST - DAMOH",Welder (NSQF),40
1184,SAGAR,DAMOH,ITI,Government,"GOVT ITI - NOHTA, DIST - DAMOH",Computer Operator And Programming Assistant (NSQF),48
1185,SAGAR,DAMOH,ITI,Government,"GOVT ITI - NOHTA, DIST - DAMOH",Electrician (NSQF),20
1186,SAGAR,DAMOH,ITI,Government,"GOVT ITI - NOHTA, DIST - DAMOH",Fitter (NSQF),20
1187,SAGAR,DAMOH,ITI,Government,"GOVT ITI - NOHTA, DIST - DAMOH",Mechanic (Motor Vehicle) (NSQF),24
1188,SAGAR,DAMOH,ITI,Government,"GOVT ITI - NOHTA, DIST - DAMOH",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
1189,SAGAR,DAMOH,ITI,Government,"GOVT ITI - NOHTA, DIST - DAMOH",Welder (NSQF),40
1190,SAGAR,DAMOH,ITI,Government,"GOVT ITI - PATERA, DIST - DAMOH",Computer Operator And Programming Assistant (NSQF),48
1191,SAGAR,DAMOH,ITI,Government,"GOVT ITI - PATERA, DIST - DAMOH",Electrician (NSQF),20
1192,SAGAR,DAMOH,ITI,Government,"GOVT ITI - PATERA, DIST - DAMOH",Fitter (NSQF),20
1193,SAGAR,DAMOH,ITI,Government,"GOVT ITI - PATERA, DIST - DAMOH",Mechanic Diesel (NSQF),48
1194,SAGAR,DAMOH,ITI,Government,"GOVT ITI - PATERA, DIST - DAMOH",Welder (NSQF),40
1195,SAGAR,DAMOH,ITI,Government,"GOVT ITI - PATERA, DIST - DAMOH",Draughtsman (Civil) (NSQF),24
1196,SAGAR,NIWARI,ITI,Government,"GOVT ITI - ORCHHA, DIST - NIWARI",Computer Operator And Programming Assistant (NSQF),48
1197,SAGAR,NIWARI,ITI,Government,"GOVT ITI - ORCHHA, DIST - NIWARI",Electrician (NSQF),20
1198,SAGAR,NIWARI,ITI,Government,"GOVT ITI - ORCHHA, DIST - NIWARI",Fitter (NSQF),20
1199,SAGAR,NIWARI,ITI,Government,"GOVT ITI - ORCHHA, DIST - NIWARI",Mechanic Diesel (NSQF),48
1200,SAGAR,NIWARI,ITI,Government,"GOVT ITI - ORCHHA, DIST - NIWARI",Plumber (NSQF),24
1201,SAGAR,NIWARI,ITI,Government,"GOVT. ITI JERON, TEHSIL- PRITHVIPUR, DIST. NIWARI",Electrician (NSQF),20
1202,SAGAR,NIWARI,ITI,Government,"GOVT ITI - PRITHVIPUR, DIST - NIWARI",Computer Operator And Programming Assistant (NSQF),48
1203,SAGAR,NIWARI,ITI,Government,"GOVT ITI - PRITHVIPUR, DIST - NIWARI",Electrician (NSQF),20
1204,SAGAR,NIWARI,ITI,Government,"GOVT ITI - PRITHVIPUR, DIST - NIWARI",Fitter (NSQF),20
1205,SAGAR,NIWARI,ITI,Government,"GOVT ITI - PRITHVIPUR, DIST - NIWARI",Welder (NSQF),40
1206,SAGAR,PANNA,ITI,Government,"GOVT. ITI SHAHNAGAR, DIST. PANNA",Electrician (NSQF),20
1207,SAGAR,PANNA,ITI,Government,"GOVT ITI - PANNA, DIST - PANNA",Computer Operator And Programming Assistant (NSQF),48
1208,SAGAR,PANNA,ITI,Government,"GOVT ITI - PANNA, DIST - PANNA",Electrician (NSQF),20
1209,SAGAR,PANNA,ITI,Government,"GOVT ITI - PANNA, DIST - PANNA",Fitter (NSQF),20
1210,SAGAR,PANNA,ITI,Government,"GOVT ITI - PANNA, DIST - PANNA",Mechanic (Motor Vehicle) (NSQF),24
1211,SAGAR,PANNA,ITI,Government,"GOVT ITI - PANNA, DIST - PANNA",Mechanic Diesel (NSQF),48
1212,SAGAR,PANNA,ITI,Government,"GOVT ITI - PANNA, DIST - PANNA",Welder (NSQF),40
1213,SAGAR,PANNA,ITI,Government,"GOVT ITI - PANNA, DIST - PANNA",Draughtsman (Civil) (NSQF),24
1214,SAGAR,PANNA,ITI,Government,"GOVT ITI - MOHENDRA, DIST - PANNA",Computer Operator And Programming Assistant (NSQF),48
1215,SAGAR,PANNA,ITI,Government,"GOVT ITI - MOHENDRA, DIST - PANNA",Electrician (NSQF),20
1216,SAGAR,PANNA,ITI,Government,"GOVT ITI - MOHENDRA, DIST - PANNA",Fitter (NSQF),20
1217,SAGAR,PANNA,ITI,Government,"GOVT ITI - MOHENDRA, DIST - PANNA",Welder (NSQF),40
1218,SAGAR,PANNA,ITI,Government,"GOVT ITI - GUNNOR, DIST - PANNA",Computer Operator And Programming Assistant (NSQF),48
1219,SAGAR,PANNA,ITI,Government,"GOVT ITI - GUNNOR, DIST - PANNA",Electrician (NSQF),20
1220,SAGAR,PANNA,ITI,Government,"GOVT ITI - GUNNOR, DIST - PANNA",Fitter (NSQF),20
1221,SAGAR,PANNA,ITI,Government,"GOVT ITI - GUNNOR, DIST - PANNA",Welder (NSQF),40
1222,SAGAR,SAGAR,ITI,Government,"GOVT ITI - BANDA, DIST - SAGAR",Computer Operator And Programming Assistant (NSQF),48
1223,SAGAR,SAGAR,ITI,Government,"GOVT ITI - BANDA, DIST - SAGAR",Electrician (NSQF),20
1224,SAGAR,SAGAR,ITI,Government,"GOVT ITI - BANDA, DIST - SAGAR",Fitter (NSQF),20
1225,SAGAR,SAGAR,ITI,Government,"GOVT ITI - BANDA, DIST - SAGAR",Welder (NSQF),20
1226,SAGAR,SAGAR,ITI,Government,"GOVT ITI, JARUA KHEDA, DIST - SAGAR",Stenographer & Secretarial Assistant (Hindi) (NSQF),24
1227,SAGAR,SAGAR,ITI,Government,"GOVT ITI, MALATHON, DIST - SAGAR",Computer Operator And Programming Assistant (NSQF),24
1228,SAGAR,SAGAR,ITI,Government,"GOVT ITI, RAHATGARH, DIST - SAGAR",Computer Operator And Programming Assistant (NSQF),24
1229,SAGAR,SAGAR,ITI,Government,"GOVT ITI, SHAHGARH, DIST - SAGAR",Stenographer & Secretarial Assistant (Hindi) (NSQF),24
1230,SAGAR,SAGAR,ITI,Government,"GOVT ITI - KESALI, DIST -  SAGAR",Computer Operator And Programming Assistant (NSQF),24
1231,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Computer Operator And Programming Assistant (NSQF),96
1232,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Electrician (NSQF),40
1233,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Electrician (NSQF),40
1234,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Electronics Mechanic (NSQF),48
1235,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Fitter (NSQF),20
1236,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Machinist (NSQF),20
1237,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Mechanic (Motor Vehicle) (NSQF),24
1238,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Mechanic (Tractor) (NSQF),60
1239,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Mechanic Diesel (NSQF),48
1240,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Sewing Technology (Cutting & Tailoring) (NSQF),20
1241,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Stenographer & Secretarial Assistant (English) (NSQF),48
1242,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Stenographer & Secretarial Assistant (Hindi) (NSQF),72
1243,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Stenographer & Secretarial Assistant (Hindi) (NSQF),24
1244,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Turner (NSQF),20
1245,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Welder (NSQF),60
1246,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Draughtsman (Civil) (NSQF),24
1247,SAGAR,SAGAR,ITI,Government,DIVISIONAL ITI SAGAR,Refrigeration And Air Conditioning Technician(NSQF),24
1248,SAGAR,SAGAR,ITI,Government,"GOVT ITI - BEENA, DIST - SAGAR",Computer Operator And Programming Assistant (NSQF),48
1249,SAGAR,SAGAR,ITI,Government,"GOVT ITI - BEENA, DIST - SAGAR",Electrician (NSQF),20
1250,SAGAR,SAGAR,ITI,Government,"GOVT ITI - BEENA, DIST - SAGAR",Fitter (NSQF),20
1251,SAGAR,SAGAR,ITI,Government,"GOVT ITI - BEENA, DIST - SAGAR",Mechanic Diesel (NSQF),48
1252,SAGAR,SAGAR,ITI,Government,"GOVT ITI - BEENA, DIST - SAGAR",Welder (NSQF),40
1253,SAGAR,SAGAR,ITI,Government,"GOVT ITI - DEORI, DIST - SAGAR",Computer Operator And Programming Assistant (NSQF),48
1254,SAGAR,SAGAR,ITI,Government,"GOVT ITI - DEORI, DIST - SAGAR",Electrician (NSQF),40
1255,SAGAR,SAGAR,ITI,Government,"GOVT ITI - DEORI, DIST - SAGAR",Fitter (NSQF),20
1256,SAGAR,SAGAR,ITI,Government,"GOVT ITI - DEORI, DIST - SAGAR",Mechanic Diesel (NSQF),48
1257,SAGAR,SAGAR,ITI,Government,"GOVT ITI - DEORI, DIST - SAGAR",Welder (NSQF),40
1258,SAGAR,SAGAR,ITI,Government,"GOVT ITI - RAHALI, DIST - SAGAR",Computer Operator And Programming Assistant (NSQF),48
1259,SAGAR,SAGAR,ITI,Government,"GOVT ITI - RAHALI, DIST - SAGAR",Electrician (NSQF),20
1260,SAGAR,SAGAR,ITI,Government,"GOVT ITI - RAHALI, DIST - SAGAR",Electronics Mechanic (NSQF),24
1261,SAGAR,SAGAR,ITI,Government,"GOVT ITI - RAHALI, DIST - SAGAR",Mechanic (Motor Vehicle) (NSQF),24
1262,SAGAR,TIKAMGARH,ITI,Government,"GOVT. ITI PALERA, DIST. TIKAMGARH",Welder (NSQF),40
1263,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - TIKAMGARH, DIST - TIKAMGARH",Computer Operator And Programming Assistant (NSQF),48
1264,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - TIKAMGARH, DIST - TIKAMGARH",Computer Operator And Programming Assistant (NSQF),48
1265,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - TIKAMGARH, DIST - TIKAMGARH",Electrician (NSQF),20
1266,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - TIKAMGARH, DIST - TIKAMGARH",Fitter (NSQF),20
1267,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - TIKAMGARH, DIST - TIKAMGARH",Solar Technician (Electrical)(NSQF),20
1268,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - TIKAMGARH, DIST - TIKAMGARH",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
1269,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - TIKAMGARH, DIST - TIKAMGARH",Welder (NSQF),20
1270,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - TIKAMGARH, DIST - TIKAMGARH",Welder (NSQF),20
1271,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - BALDEVGARH, DIST - TIKAMGARH",Computer Operator And Programming Assistant (NSQF),48
1272,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - BALDEVGARH, DIST - TIKAMGARH",Electrician (NSQF),20
1273,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - BALDEVGARH, DIST - TIKAMGARH",Fitter (NSQF),20
1274,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - BALDEVGARH, DIST - TIKAMGARH",Mechanic Diesel (NSQF),48
1275,SAGAR,TIKAMGARH,ITI,Government,"GOVT ITI - BALDEVGARH, DIST - TIKAMGARH",Welder (NSQF),40
1276,UJJAIN,AGAR MALWA,ITI,Government,"GOVT. ITI NALKHEDA, DIST. AGAR MALWA",Electrician (NSQF),20
1277,UJJAIN,AGAR MALWA,ITI,Government,"GOVT ITI - BADOD, DIST - AGAR MALWA",Electrician (NSQF),20
1278,UJJAIN,AGAR MALWA,ITI,Government,"GOVT ITI - SUSNER, DIST - AGAR MALWA",Computer Operator And Programming Assistant (NSQF),48
1279,UJJAIN,AGAR MALWA,ITI,Government,"GOVT ITI - SUSNER, DIST - AGAR MALWA",Electrician (NSQF),20
1280,UJJAIN,AGAR MALWA,ITI,Government,"GOVT ITI - SUSNER, DIST - AGAR MALWA",Fitter (NSQF),20
1281,UJJAIN,AGAR MALWA,ITI,Government,"GOVT ITI - SUSNER, DIST - AGAR MALWA",Stenographer & Secretarial Assistant (Hindi) (NSQF),24
1282,UJJAIN,AGAR MALWA,ITI,Government,"GOVT ITI - SUSNER, DIST - AGAR MALWA",Welder (NSQF),40
1283,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - HAT-PIPLIYA, DIST - DEWAS",Computer Operator And Programming Assistant (NSQF),48
1284,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - HAT-PIPLIYA, DIST - DEWAS",Electrician (NSQF),20
1285,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - HAT-PIPLIYA, DIST - DEWAS",Fashion Design & Technology (NSQF),20
1286,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - HAT-PIPLIYA, DIST - DEWAS",Solar Technician (Electrical)(NSQF),20
1287,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - HAT-PIPLIYA, DIST - DEWAS",Wood Work Technician (Carpenter)(NSQF),24
1288,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - SONKATCH, DIST - DEWAS",Electrician (NSQF),20
1289,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Computer Hardware & Network Maintenance (NSQF),48
1290,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Computer Operator And Programming Assistant (NSQF),48
1291,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Electrician (NSQF),20
1292,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Electronics Mechanic (NSQF),24
1293,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Fitter (NSQF),40
1294,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Machinist (NSQF),40
1295,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Mechanic (Motor Vehicle) (NSQF),24
1296,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Solar Technician (Electrical)(NSQF),20
1297,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Turner (NSQF),40
1298,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Welder (NSQF),40
1299,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Refrigeration And Air Conditioning Technician(NSQF),24
1300,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - DEWAS, DIST - DEWAS",Mechanic Electric Vehicle (NSQF),48
1301,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - TONKKHURD, DIST - DEWAS",Computer Operator And Programming Assistant (NSQF),48
1302,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - TONKKHURD, DIST - DEWAS",Electrician (NSQF),20
1303,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - TONKKHURD, DIST - DEWAS",Fitter (NSQF),20
1304,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - TONKKHURD, DIST - DEWAS",Mechanic Diesel (NSQF),48
1305,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - TONKKHURD, DIST - DEWAS",Welder (NSQF),60
1306,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - KANTAFOD, DIST - DEWAS",Computer Operator And Programming Assistant (NSQF),48
1307,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - KANTAFOD, DIST - DEWAS",Electrician (NSQF),20
1308,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - KANTAFOD, DIST - DEWAS",Fitter (NSQF),20
1309,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - KANTAFOD, DIST - DEWAS",Welder (NSQF),40
1310,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - KANNAUD, DIST - DEWAS",Computer Operator And Programming Assistant (NSQF),48
1311,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - KANNAUD, DIST - DEWAS",Electrician (NSQF),20
1312,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - KANNAUD, DIST - DEWAS",Fitter (NSQF),20
1313,UJJAIN,DEWAS,ITI,Government,"GOVT ITI - KANNAUD, DIST - DEWAS",Welder (NSQF),40
1314,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MALHARGARH, DIST - MANDSAUR",Computer Operator And Programming Assistant (NSQF),48
1315,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MALHARGARH, DIST - MANDSAUR",Electrician (NSQF),20
1316,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MALHARGARH, DIST - MANDSAUR",Fitter (NSQF),20
1317,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MALHARGARH, DIST - MANDSAUR",Mechanic Diesel (NSQF),48
1318,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MALHARGARH, DIST - MANDSAUR",Welder (NSQF),40
1319,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - BHANPURA, DIST - MANDSAUR",Computer Operator And Programming Assistant (NSQF),48
1320,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - BHANPURA, DIST - MANDSAUR",Electrician (NSQF),20
1321,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - BHANPURA, DIST - MANDSAUR",Electronics Mechanic (NSQF),24
1322,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - BHANPURA, DIST - MANDSAUR",Welder (NSQF),40
1323,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SITAMAU, DIST - MANDSAUR",Computer Operator And Programming Assistant (NSQF),48
1324,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SITAMAU, DIST - MANDSAUR",Electrician (NSQF),20
1325,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SITAMAU, DIST - MANDSAUR",Fitter (NSQF),20
1326,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SITAMAU, DIST - MANDSAUR",Stenographer & Secretarial Assistant (English) (NSQF),24
1327,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SITAMAU, DIST - MANDSAUR",Welder (NSQF),40
1328,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MANDSAUR, DIST - MANDSAUR",Computer Operator And Programming Assistant (NSQF),48
1329,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MANDSAUR, DIST - MANDSAUR",Electrician (NSQF),20
1330,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MANDSAUR, DIST - MANDSAUR",Fitter (NSQF),40
1331,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MANDSAUR, DIST - MANDSAUR",Mechanic (Motor Vehicle) (NSQF),24
1332,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MANDSAUR, DIST - MANDSAUR",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
1333,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MANDSAUR, DIST - MANDSAUR",Welder (NSQF),40
1334,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - MANDSAUR, DIST - MANDSAUR",Draughtsman (Civil) (NSQF),24
1335,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SHAMGARH, DIST - MANDSAUR",Computer Operator And Programming Assistant (NSQF),48
1336,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SHAMGARH, DIST - MANDSAUR",Electrician (NSQF),20
1337,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SHAMGARH, DIST - MANDSAUR",Fitter (NSQF),20
1338,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SHAMGARH, DIST - MANDSAUR",Mechanic Diesel (NSQF),48
1339,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SHAMGARH, DIST - MANDSAUR",Stenographer & Secretarial Assistant (Hindi) (NSQF),24
1340,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - SHAMGARH, DIST - MANDSAUR",Welder (NSQF),40
1341,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - GAROTH, DIST - MANDSAUR",Electrician (NSQF),20
1342,UJJAIN,MANDSAUR,ITI,Government,"GOVT ITI - GAROTH, DIST - MANDSAUR",Fitter (NSQF),20
1343,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - MANASA, DIST - NEEMUCH",Computer Operator And Programming Assistant (NSQF),24
1344,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - MANASA, DIST - NEEMUCH",Electrician (NSQF),20
1345,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - MANASA, DIST - NEEMUCH",Electronics Mechanic (NSQF),24
1346,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - MANASA, DIST - NEEMUCH",Mechanic (Motor Vehicle) (NSQF),24
1347,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - MANASA, DIST - NEEMUCH",Mechanic Diesel (NSQF),24
1348,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - MANASA, DIST - NEEMUCH",Stenographer & Secretarial Assistant (Hindi) (NSQF),24
1349,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - NEEMACH, DIST - NEEMUCH",Computer Operator And Programming Assistant (NSQF),48
1350,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - NEEMACH, DIST - NEEMUCH",Electrician (NSQF),20
1351,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - NEEMACH, DIST - NEEMUCH",Electronics Mechanic (NSQF),24
1352,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - NEEMACH, DIST - NEEMUCH",Fitter (NSQF),20
1353,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - NEEMACH, DIST - NEEMUCH",Mechanic Diesel (NSQF),48
1354,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - NEEMACH, DIST - NEEMUCH",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
1355,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - JAVAD, DIST - NEEMUCH",Computer Operator And Programming Assistant (NSQF),48
1356,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - JAVAD, DIST - NEEMUCH",Electrician (NSQF),20
1357,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - JAVAD, DIST - NEEMUCH",Fitter (NSQF),20
1358,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - JAVAD, DIST - NEEMUCH",Instrument Mechanic (NSQF),24
1359,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - JAVAD, DIST - NEEMUCH",Mechanic (Motor Vehicle) (NSQF),24
1360,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - JAVAD, DIST - NEEMUCH",Welder (NSQF),40
1361,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Computer Operator And Programming Assistant (NSQF),48
1362,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Electrician (NSQF),60
1363,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Electronics Mechanic (NSQF),24
1364,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Fitter (NSQF),20
1365,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Machinist (NSQF),20
1366,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Mechanic (Motor Vehicle) (NSQF),24
1367,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Mechanic (Tractor) (NSQF),40
1368,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Mechanic Diesel (NSQF),48
1369,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
1370,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Turner (NSQF),20
1371,UJJAIN,NEEMUCH,ITI,Government,"GOVT ITI - RAMPURA, DIST - NEEMUCH",Welder (NSQF),80
1372,UJJAIN,RATLAM,ITI,Government,"GOVT. ITI JAWRA, DIST. RATLAM",Electrician (NSQF),20
1373,UJJAIN,RATLAM,ITI,Government,"GOVT. ITI PIPLODA, DIST. RATLAM",Electrician (NSQF),20
1374,UJJAIN,RATLAM,ITI,Government,"GOVT WOMEN ITI - RATLAM, DIST - RATLAM",Computer Operator And Programming Assistant (NSQF),48
1375,UJJAIN,RATLAM,ITI,Government,"GOVT WOMEN ITI - RATLAM, DIST - RATLAM",Draughtsman (Mechanical) (NSQF),24
1376,UJJAIN,RATLAM,ITI,Government,"GOVT WOMEN ITI - RATLAM, DIST - RATLAM",Electrician (NSQF),20
1377,UJJAIN,RATLAM,ITI,Government,"GOVT WOMEN ITI - RATLAM, DIST - RATLAM",Fashion Design & Technology (NSQF),60
1378,UJJAIN,RATLAM,ITI,Government,"GOVT WOMEN ITI - RATLAM, DIST - RATLAM",Stenographer & Secretarial Assistant (English) (NSQF),48
1379,UJJAIN,RATLAM,ITI,Government,"GOVT WOMEN ITI - RATLAM, DIST - RATLAM",Stenographer & Secretarial Assistant (Hindi) (NSQF),48
1380,UJJAIN,RATLAM,ITI,Government,"GOVT WOMEN ITI - RATLAM, DIST - RATLAM",Draughtsman (Civil) (NSQF),24
